,datetime,shape,duration (seconds),comments,latitude,longitude ,date,time
42458,5/15/1999 18:27,disk,10,Fast Silver Craft  over Atlanta May 15th 1999. Saw craft through binoculars. Speed near Mach 3-4. Craft seemed to self-illuminate. Dayl,33.7488889,-84.3880556,1999,18:27
38273,4/2/1999 22:30,triangle,10,Two lightly orange glowing triangle objects,31.5602778,-91.4030556,1999,22:30
29243,2/4/1999 21:30,circle,3600,Craft flying at the beach&#33?,38.2919444,-122.4569444,1999,21:30
29242,2/4/1999 21:30,circle,900,Bright yellowish-colored lights east of Glassford Hill. No sound. Slow movement forming various formations. Changed color all at once &amp;,34.6100000,-112.315,1999,21:30
54669,7/10/1999 22:45,circle,2400,Bright red object&#44 moved alittle than stayed stationary until it fizzled out. Was it Baloon with flare? Red Sun? Meteorite coming towar,45.3002778,-122.9719444,1999,22:45
54422,6/9/1999 22:00,disk,1500,Craft with multicolored lights drifted above us.,47.9791667,-122.2008333,1999,22:00
37351,4/17/1999 22:30,triangle,180,It was hovering in one spot about 100 ft off the ground&#44 it was triangled with the brightest white lights I have ever saw&#44 when the spa,39.2666667,-81.5616667,1999,22:30
75249,9/17/1999 06:10,circle,1800.0,On September 17&#44 1999 in White Rock&#44 SC a bright circular object was spotted in the northern sky. As a airliner aproached it moved to t,34.145,-81.2758333,1999,06:10
77352,9/24/1999 19:30,triangle,180.0,Very very large triangular object outlined with lights appearing from the west&#44 stopping briefly&#44 then disappearing in the east at a ve,42.6055556,-83.15,1999,19:30
16352,11/9/1999 21:00,triangle,900,triangular&#44slow&#44low flying&#44no sound&#44dull/hazy red lights at each point and in between each point except for a bright flashing white lig,40.5186111,-78.395,1999,21:00
16351,11/9/1999 20:30,circle,300,many lights on bottom large that looked like windows,47.7291667,-102.6755556,1999,20:30
75251,9/17/1999 19:27,circle,300.0,Me and my friend were talking and my friend spotted a sphere in the sky. It was moving kind of slow and then reached a point in the sky,21.3069444,-157.8583333,1999,19:27
16343,11/9/1999 06:30,disk,180,SHINY DISK SOUTH THEN LIGHTING FAST TURNED N.E&#44OUT OF SITE&#44I KNOW IT WAS THEM.,34.1075000,-85.3363889,1999,06:30
77355,9/24/1999 22:00,triangle,3600.0,At 10:00pm our dogs and the neiborhood dogs started to bark.  I went outside to check why they were barking.  I looked around and saw i,38.9105556,-122.6091667,1999,22:00
16345,11/9/1999 18:43,triangle,180,Large Triangle defined by white strobe lights&#44 turning slowly to east.,35.1980556,-111.6505556,1999,18:43
17865,12/13/1999 21:00,triangle,6,Was in back yard of a trailer&#44/drive way near street. Happen to turn to my right and facing upperward out of the side of my right eye I,47.1855556,-122.2916667,1999,21:00
49154,6/15/1999 20:00,disk,180,disks in a circle overhead,40.7211111,-73.1580556,1999,20:00
37691,4/19/1999 20:10,disk,180,Round shaped&#44 green lights x 4 each&#44 approached from westward direction&#44 headed eastward&#44 &quot;it stopped completely&quot;&#44 lights changed color,34.1063889,-117.3694444,1999,20:10
37689,4/19/1999 02:00,circle,60,Were we scanned by an orb or probe?,41.2222222,-73.0569444,1999,02:00
70367,8/29/1999 22:00,triangle,172800.0,This seemingly craft has been hanging around here all summer&#33  But tonight it came closer and we could see three lights in the shape of,44.8408333,-93.2980556,1999,22:00
64986,8/1/1999 21:30,disk,3,Brilliant&#44 moon sized&#44 white disc descending rapidly over Seattle that disappeared behind Capitol Hill.,47.6063889,-122.3308333,1999,21:30
72791,9/10/1999 05:00,triangle,120.0,One dark morning I saw a triangular shaped object with lights and it made no sound just before I pulled out of my driveway.,43.0388889,-87.9063889,1999,05:00
72798,9/10/1999 22:00,triangle,60.0,There was four of us setting on my back pouch. we saw this thing in the sky that shape like a triangle move all in prefect uniform.,47.5675,-122.6313889,1999,22:00
72799,9/10/1999 22:00,triangle,5.0,I was sitting on my deck and the craft came over.  It was an inverted V shaped craft.  It took about 5 seconds to fly over. There was n,47.1694444,-92.4761111,1999,22:00
66501,8/15/1999 21:45,circle,10.0,A ball of light at a distance of approx. 1/2 to 1 mile moving at high speed with extremely exagerated lateral and vertical motions that,33.6602778,-117.9983333,1999,21:45
66499,8/15/1999 21:00,circle,10.0,Very fast circular object with lights flashing in a circular pattern&#44 it made no noise and was very low.,27.0591667,-80.1366667,1999,21:00
72325,8/8/1999 10:30,disk,1800.0,it was big and green and had flashy lights.  It looked to have shed a light down on something and take that something up.  It was rathe,40.7858333,-74.7805556,1999,10:30
10605,11/19/1999 03:00,triangle,60,4 dark triangle objects with 3-4 lights flying fast and high&#44 no sound,33.7205556,-116.2147222,1999,03:00
67149,8/17/1999 21:00,circle,3.0,I was on my hammock with my 19 mos. old son -- I was trying to rock him to sleep when I saw a small circular pinpoint -- green in hue -,40.6588889,-74.3477778,1999,21:00
68978,8/23/1999 14:15,disk,1800.0,Silver-Gray Disk Hovering Directly Over My Residence,37.0208333,-93.2058333,1999,14:15
68975,8/23/1999 02:30,disk,120.0,wife walking dog in yard. heard humming&#44 she looked up and seen disk hovering over our house,34.2255556,-77.945,1999,02:30
10137,11/17/1999 14:30,triangle,120,my daughter saw 2 triangular&#44blackish objects flying toward each other in a converging point&#44 silently&#44 slowly. And with extreme precis,43.9013889,-70.4708333,1999,14:30
9422,11/15/1999 22:15,circle,300,6 miles north of smithville on hwy 56 - just beyond the tree line were 2 round beams of light just hovering for over 5 minutes then the,35.9605556,-85.8141667,1999,22:15
8657,11/12/1999 20:30,triangle,60,TRIANGLULAR SHAPED OBJECT OBSERVED APPROX 60 FEET ABOVE GROUND.  SEVERAL LIGHTS AROUND PERIMITER&#44 MANY COLORS.  APPEARED TO HOVER.  SOU,36.4197222,-82.4766667,1999,20:30
64482,8/11/1999 23:07,circle,7,saw a bright objet in an area where there is or never has been any thing,55.3422222,-131.6461111,1999,23:07
68527,8/2/1999 00:00,circle,120.0,approx.6 objects flying in formation. manevering in relationship to eachother breaking formation acelarateing then rejoining formation,37.8591667,-122.4841667,1999,00:00
68529,8/2/1999 06:10,circle,180.0,MY WIFE AND I WERE ON OUR WAY TO THE DRUG STORE TO PICK UP MEDICINE WHEN WE CAME TO THE INTERSEGTION OF KINGSHIGHWAY AND ARSENAL&#44 THERE,38.6272222,-90.1977778,1999,06:10
9415,11/15/1999 05:50,circle,600,I awoke at approx. 5:30 am and was going into San Luis Mexico for dental work and saw a circular object in the sky.,32.7252778,-114.6236111,1999,05:50
67969,8/20/1999 21:30,disk,1200.0,hopping&#44 disk shaped opject that made no sound and had colored flashing lights that changed color.,40.0680556,-82.5197222,1999,21:30
72037,8/7/1999 03:00,disk,30.0,circular shaped frisbee like disc with a flourescent white glow approximately 900 to 1&#44000 feet off ground and approximately 1&#44000 yard,38.4972222,-122.9655556,1999,03:00
72039,8/7/1999 17:00,triangle,300.0,Black Tetrahedron Pyramid UFO in plain daylight over New York City.,40.7141667,-74.0063889,1999,17:00
66492,8/15/1999 18:00,triangle,15.0,We witnessed a triangular shaped object in the western sky above the town over McCrory&#44 AR - - It then vanished - not just the object&#44,35.2561111,-91.2,1999,18:00
10145,11/17/1999 23:30,triangle,60,Sighting of large flying triangle north of Tucson AZ,32.2216667,-110.9258333,1999,23:30
73068,9/11/1999 22:45,disk,1200.0,WE WERE OUTSITE THE HOUSE ON A BIRTHDAY CELEBRATION&#44ONE OF THE GUESS CALL OUR ATTENTION ON SHINE FLYING OBJECT UP IN THE SKY;I NEVER HA,40.7355556,-74.1727778,1999,22:45
72041,8/7/1999 21:00,disk,3600.0,Two very bright star like lights that at first were stationary then moving closer to each other&#44 then one moving off very fast and comi,34.2308333,-111.3244444,1999,21:00
67146,8/17/1999 16:00,disk,1200.0,Two silver disc directly over the city.,36.175,-115.1363889,1999,16:00
64196,8/10/1999 01:00,triangle,120,Three triangle shaped craft&#44 Black in color as far as I could tell. The craft would apear and disapear as they flew across the sky. In,35.0886111,-92.4419444,1999,01:00
11540,11/20/1999 02:00,disk,60,A strange site and then a ufo passed above us,37.1533333,-98.0308333,1999,02:00
73445,9/1/1999 01:00,triangle,2.0,I was outside having a smoke and noticed two objects in the sky or space far up shooting across the sky and were red and blue tint of c,41.5733333,-87.7844444,1999,01:00
7009,10/8/1999 19:45,circle,7,Bright white light going north to south,47.6105556,-122.1994444,1999,19:45
7014,10/8/1999 23:15,triangle,120,Triangular Formation of 3 lights moving at the speed and appearance of satelites.The center blocked out stars as it moved from West/NW,46.8172222,-95.845,1999,23:15
7011,10/8/1999 21:30,triangle,600,At a high school football game&#44 Large triangle shaped object performed maneuvers at extremly slow speeds low to the ground&#44 over the Be,39.5358333,-76.3486111,1999,21:30
11909,11/2/1999 19:15,triangle,5,I happen to look up at the stars and saw 3 craft heading south.  Two were smaller with 3 lights each&#441 larger craft with a circle of li,30.4505556,-91.1544444,1999,19:15
11907,11/2/1999 01:00,disk,420,3 CRAFTS&#44RED AND WHITE FAST BLINKING LIGHTS&#44TRAVELING ERRATICALLY&#44QUIET&#441CRAFT CHANGE TO 3 BRIGHT WHITE LIGHTS THAN BACK TO RED AND WHI,47.3811111,-122.2336111,1999,01:00
11906,1/12/1999 00:00,circle,90,it appears as a red/orange dot&#44  it was about 12:00p.m. big as the independence day movie ship.,32.7833333,-96.8,1999,00:00
9103,11/14/1999 03:30,triangle,5,I saw a black Triangle containing 6 lights traveling due south for about 5 seconds before it disappeared,32.9616667,-96.8288889,1999,03:30
11911,11/2/1999 20:25,circle,180,While sitting in my patio&#44 I glanced up and was amazed at an array of glowing orange spheres moving across the sky.,34.1161111,-118.1494444,1999,20:25
66512,8/15/1999 23:00,circle,900.0,Montauk Mystery Lights,41.0358333,-71.955,1999,23:00
11543,11/20/1999 16:30,disk,45,I have been watching these contrails left by planes all year but I observed something strange.  The contrails left a haze over sky and,40.5727778,-81.0858333,1999,16:30
9107,11/14/1999 19:00,circle,300,It looked white and round and bright.,43.8869444,-89.7061111,1999,19:00
6849,10/7/1999 06:45,disk,1200,I took my dog outside to go to the bathroom and I noticed lights up in the sky - a row of them.  They were blue-white lights - very bri,32.9808333,-80.0327778,1999,06:45
67973,8/20/1999 23:30,circle,1800.0,When I was going home from Awana I saw something (I thought it was Venus) When I went inside the house and looked out the window it mov,42.4375,-122.8577778,1999,23:30
68263,8/21/1999 21:40,circle,20.0,Seemed to be a sattelite but for 3-5 seconds it brightened to near the brightness of Jupiter.,38.4530556,-85.6702778,1999,21:40
66486,8/15/1999 13:00,disk,10.0,I was looking at (enjoying) the sky on a nearly cloudless&#44 bright and calm day when I saw the object.,41.4730556,-87.0611111,1999,13:00
73443,9/1/1999 00:00,triangle,120.0,5 red lights circled each other hovering about 150 feet off ground for about a minute and a helf then fly away and a high rate of speed,39.7211111,-82.2988889,1999,00:00
7221,10/9/1999 12:15,disk,30,A shiny metalic saucer shape was seen flying from a northeastern position in the sky to a southwestern position&#44 elapsed time aprox. 30,29.1380556,-80.9958333,1999,12:15
7219,10/9/1999 00:33,triangle,29,Triangular shaped object in atmosphere 4.5-5.0 degrees in size traversing from northwest to southeast.,34.0522222,-118.2427778,1999,00:33
67379,8/18/1999 00:10,circle,180.0,my daughters and i saw a round object with light circling around it.it came down out of the sky and went behind some trees across the f,38.7141667,-93.9911111,1999,00:10
12276,11/22/1999 23:00,circle,3600,First craft was hovering over backyard approximately 100 ft off the ground then slowly headed for the mountains.,48.1958333,-114.3119444,1999,23:00
5684,10/31/1999 18:45,triangle,600,Triangular object seen hovering over my car making no sound at alll&#44 viewed by myself and my daughter,42.5158333,-73.6105556,1999,18:45
73052,9/11/1999 20:00,triangle,30.0,Saw 1 UFO far off making shapes&#44 another UFO snuck up on me from the same direction. Flew close to me and turned East. I ran,42.8666667,-106.3125,1999,20:00
73050,9/11/1999 19:00,disk,60.0,Saw an oval shaped saucer with dark hull covered in lights.,31.7091667,-98.9908333,1999,19:00
69199,8/24/1999 01:03,circle,10.0,object moved west-northwest for about 10 sec.  very white color&#44 sparks flew from behind,39.5297222,-119.8127778,1999,01:03
10134,11/17/1999 02:00,triangle,30,Very bright high flying Orange Triangle over San Francisco during Leonid Meteor shower,37.9736111,-122.53,1999,02:00
10132,11/17/1999 00:30,circle,900,IN TRUE EAST SKY&#44 ROUND OBJECT HOVERING WITH LIGHTS IN WHITE&#44BLUE&#44GREEN AND REDDISH ORANGE. THIS IS THE 4TH SIGHTING OF THIS OBJECT IN,34.9158333,-85.1091667,1999,00:30
5688,10/31/1999 20:30,circle,300,We all noticed a green light coming across the sky that was practically touching the trees.  This object had no sound&#44 was completely g,34.0136111,-83.8277778,1999,20:30
5690,10/31/1999 23:48,circle,300,Glowing red circle&#44 abotu 15 ft. above the ground.  Shot quickly across the sky than disapeared in about 5 minuets.,44.8433333,-122.9516667,1999,23:48
6649,10/6/1999 21:00,disk,10,The unidentifiable object went by my 9 year old daughters bedroom window&#44around 9:30 in the evening&#44 very close&#44quiet&#44over the neighbor,38.5969444,-90.5091667,1999,21:00
8207,11/1/1999 20:00,triangle,17,Black Triangle/w chase&#44 no noise and gave out a wavy distortion&#44&#44alt approx fl130,33.8358333,-118.3397222,1999,20:00
65901,8/14/1999 03:46,triangle,72.0,Silent and stealty,40.7608333,-111.8902778,1999,03:46
5232,10/29/1999 17:45,circle,900,We saw a strange contrail and craft.,33.2097222,-87.5691667,1999,17:45
63084,7/6/1999 22:00,triangle,300,Triangular object observed,41.2586111,-95.9375,1999,22:00
8209,11/1/1999 21:30,disk,1200,SAUCER SHAPED OBJECT WITH HUMAN LIKE FIGURE INSIDE HOVERS OVER  PROPERTY,42.6072222,-83.9294444,1999,21:30
73496,9/1/1999 22:30,triangle,5.0,Brief very rapid movement over hills to north from spokane valley. Banks of lights on wedge shape. Very strange.,47.6588889,-117.425,1999,22:30
71071,8/3/1999 22:00,disk,30.0,Object appeared in the west&#44 moving very fast in a south easterly direction. it was a dish shaped object&#44 did not appear to have lights,45.4872222,-122.8025,1999,22:00
9718,11/16/1999 07:15,disk,30,Observed disk shaped craft with dome while traveling n/bound on 57 FWY.,34.0286111,-117.8094444,1999,07:15
9726,11/16/1999 17:30,triangle,600,Non-moving lights in the southwestern sky.,33.5091667,-111.8983333,1999,17:30
9727,11/16/1999 18:00,circle,7,WHILE DRIVING EASTBOUND ON I-90; OBJECT MOVED IN AN ARCH ACROSS THE HORIZON&#44 SOUTH TO NORTH DIRECTION&#44 MOSTLY WHITE IN COLOR. FROM MY P,41.8500000,-87.65,1999,18:00
65903,8/14/1999 12:00,circle,900.0,I called the radar installation but they would not tell me if or what they saw in my area.I called during the object&#39s persence.,39.9611111,-82.9988889,1999,12:00
9745,11/16/1999 18:05,circle,30,Slow moving light very simular to airplane landing light with long trail of red sparks.,44.7319444,-93.2175,1999,18:05
65292,8/12/1999 22:00,circle,60,Object appeared to be very high. Looked just like a star&#44 same light color etc. Object moved from aprox. north east horizon to south ea,43.0202778,-123.2919444,1999,22:00
6439,10/5/1999 21:15,triangle,5,Dark unlit object streaking across Tucson sky at unbelievable speed.,32.2216667,-110.9258333,1999,21:15
65284,8/12/1999 03:30,triangle,90,While watching the Perseid meteor shower&#44at the time stated&#44a triangular formation of lights came from the west-southwest direction hea,36.1583333,-81.1477778,1999,03:30
65285,8/12/1999 03:58,triangle,115,A very large triangular aray of (3) lights seen in the east and moving rapidly north north-west.,35.7325000,-78.8505556,1999,03:58
68764,8/22/1999 23:30,triangle,300.0,bright orange not to high up but move way to fast to not make any sounds&#44sharp turns at high speeds in and out of formation&#44dropped and,43.6613889,-70.2558333,1999,23:30
68756,8/22/1999 19:30,circle,15.0,clody day round silver or chrome craft shaped like huge ball 3000 to 5000 ft stops in clouds then moves up out of site with such speed,32.7833333,-96.8,1999,19:30
68755,8/22/1999 13:30,circle,60.0,I thought I saw a parachute or a balloon coming down from a heavy bank   of clouds&#44 then saw it zig-zag falling-leaf fashion.,35.9380556,-77.7908333,1999,13:30
5442,10/30/1999 03:36,triangle,3600,Have viewed(and photographed some)numbers of craft since 09/11/99&#44 at various ranges from approximately 100 yds to several miles.,32.8472222,-117.2733333,1999,03:36
6436,10/5/1999 20:35,triangle,5,I observed 2 rather small&#44 dimly-lit long&#44 triangular shaped objects flying in formation heading north at a rater low altitude at somew,44.7394444,-93.1255556,1999,20:35
6433,10/5/1999 08:25,circle,240,Traveling across Gandy bridge&#44 saw silver saucer shape trailing right behind a jet approaching Tampa In&#39tl. airpt. I noticed because th,27.9472222,-82.4586111,1999,08:25
5445,10/30/1999 20:00,disk,90,On or around October 30&#44 1999&#44 two craft where observed approximately 500 feet in the air 15 miles south of Tracy California.,37.7397222,-121.4241667,1999,20:00
5447,10/30/1999 22:30,circle,25,i was taking dog for walk and was noticing how pretty sky was when i noticed an red-orange glow in the sky.,30.0083333,-97.1591667,1999,22:30
9826,11/16/1999 19:05,circle,10,LOOKING NORTHWEST AT APROX. 45-55 DEGREES FROM HORIZON. TRAVELED TO NORTHEAST AT METEOR SPEED UPWARD.,40.8852778,-73.9527778,1999,19:05
71785,8/6/1999 02:00,disk,2700.0,1 object seen with naked eye - 5 others seen using night vision goggles.,44.6613889,-84.7147222,1999,02:00
71784,8/6/1999 01:30,triangle,900.0,Noticed what first appeared to be an airplane in the sky&#44 but never did change position&#44 eventually it seemed to move farther away&#44 or,40.2969444,-111.6938889,1999,01:30
6037,10/3/1999 20:20,triangle,1800,Between approx. 8:20 and 8:55 pm I saw four (4) things in the sky. 1)an object that was large and triangle shape move fast and silent.,32.6516667,-96.9080556,1999,20:20
6040,10/3/1999 21:41,circle,0.5,observed a circular shaped bright&#44 almost floresent&#44 light green&#44 with some white colored light shoot across part of sky.,47.2530556,-122.4430556,1999,21:41
7441,1/10/1999 19:00,disk,60,Clear night.  Wife and I saw circle of lights&#44 green&#44 bluish on stationary object about 200-500 feet.  Suddening object moved right and,41.8186111,-73.3713889,1999,19:00
73826,9/12/1999 05:15,circle,1.5,While in patrol at above time notced a bright star or planet in eastern sky&#44approx 30 degrees above horison.Iwas looking there a few mo,39.9522222,-75.1641667,1999,05:15
4832,10/27/1999 16:45,circle,900,I saw what appeared to be a moving star&#44 but stopped andchanged speeds noticeably&#44 and finally direction.,39.0997222,-94.5783333,1999,16:45
65627,8/13/1999 11:00,triangle,180.0,Triangle object that moved with incredible speed,32.8794444,-111.7566667,1999,11:00
9798,11/16/1999 19:00,triangle,10,I observed a huge&#44 silent&#44 pale green triangular object moving east over the city.,39.5150000,-84.3983333,1999,19:00
65631,8/13/1999 23:00,circle,1200.0,green rotating circle&#44 emitting green lights approx. 40 miles,45.6388889,-122.6602778,1999,23:00
65630,8/13/1999 23:00,triangle,180.0,triangle with very bright lights on I-10 near Casa Grande,32.8794444,-111.7566667,1999,23:00
65628,8/13/1999 21:50,triangle,900.0,From the N.E&#44 to the SW.&#44 at 9:50 pm.&#44 a reddish orange cloud surronding it.&#44 with sparkles inside the cloud.&#44 but you clearly could se,41.14,-104.8197222,1999,21:50
65626,8/13/1999 03:58,triangle,60.0,triangle going due n.e from the middel of persious,43.6569444,-90.8541667,1999,03:58
73464,9/1/1999 21:13,triangle,300.0,A huge black triangular object was seen slowly traversing across the sky very close at what he estimated to be 900&#39 off the ground.  Th,38.2494444,-122.0388889,1999,21:13
65909,8/14/1999 22:30,disk,5400.0,disk shaped object glowing bright as daylight,38.6683333,-94.2291667,1999,22:30
12699,11/24/1999 21:00,circle,180,circle throwing out light.,33.7488889,-84.3880556,1999,21:00
69918,8/27/1999 05:30,circle,2.0,Large harvest moon shaped object between the hills in Auburn Wa.,47.3075,-122.2272222,1999,05:30
69919,8/27/1999 19:00,triangle,120.0,Triangular shadow passes over moon,41.5033333,-74.0108333,1999,19:00
9783,11/16/1999 19:00,triangle,20,Triangular shaped&#44 solid bright white with bright white tail&#44 moving very fast over north/downtown Chicago&#44 directly towards Lake Michi,41.8500000,-87.65,1999,19:00
63087,7/6/1999 22:50,triangle,10,A silent&#44 triangular shaped object with a faint reddish light in each of its 3 corners flew directly over me.,44.2780556,-88.2719444,1999,22:50
65905,8/14/1999 19:30,triangle,1.0,While vacationing in Florida&#44 I took a picture of a sunset. After the film was developed&#44 an object was visible in the photo.,30.3933333,-86.4958333,1999,19:30
9730,11/16/1999 18:00,circle,30,My grandma and me were driving home from Newton and About two or three miles outside of Kellogg my grandma seen something go by us. I d,41.7180556,-92.9072222,1999,18:00
73458,9/1/1999 21:00,triangle,10.0,Large boomerang shaped invisible object blocked starlight while flying across sky,45.12,-93.2875,1999,21:00
73459,9/1/1999 21:00,triangle,600.0,While vacationing on the East Coast of Kauai I went out on a clear night and looked up at the stars. I saw lots of satelites and I also,22.0783333,-159.3219444,1999,21:00
33972,3/29/1999 20:00,triangle,240,At 20:00 hours&#44 on March 29&#44 1999&#44 I was closing my upstairs bedroom window that looks out to the Monterey Bay&#44 I noticed that two star,36.6177778,-121.9155556,1999,20:00
45858,5/6/1999 23:00,circle,45,Bright lights two hung in sky for 45 seconds.....vanished,38.6772222,-87.5286111,1999,23:00
45859,5/6/1999 23:50,triangle,600,A small triangle craft flew over me and then flew off into a field and looked like it landed in this field.,34.7463889,-92.2894444,1999,23:50
34465,3/3/1999 21:00,triangle,900,Craft going West turned completely around heading back East,43.5977778,-88.2788889,1999,21:00
34464,3/3/1999 12:10,triangle,900,i was the third witness on the scene.i saw 1 craft only .5 craft were seen by the other witnesses.  it started almost directly overhead,29.4238889,-98.4933333,1999,12:10
58753,7/2/1999 21:00,triangle,300,triangle ships fly over vegas,36.1750000,-115.1363889,1999,21:00
1993,10/15/1999 23:00,triangle,30,Black triangle with the orange lights at each corner,42.8863889,-78.8786111,1999,23:00
1994,10/15/1999 23:00,triangle,30,Triangular shaped&#44 green lights&#44 seen when investigating why dog was whining. Missing time later.,33.0794444,-96.4152778,1999,23:00
1995,10/15/1999 23:00,triangle,60,green lights in triangle pattern hovering above trees and strange dreams for 2 months after.,33.5441667,-84.2338889,1999,23:00
58754,7/2/1999 21:30,disk,3,While watching an aircraft pass over&#44 directly behind the tail and underneath the aircraft I witnessed a round&#44disk shaped object. With,39.6136111,-86.1066667,1999,21:30
4463,10/25/1999 21:00,triangle,120,A football field size triangular object with a fire-burner on the very back floated&#44 with no sound&#44 over my counsin and my head.,33.9561111,-83.9880556,1999,21:00
46316,5/9/1999 23:00,disk,120,it was on mother&#39s day of 1999&#44 on my way home from my mother&#39s house.  i was on route 11&#44 the exit before beaver creek state park.  on,40.6186111,-80.5775,1999,23:00
59861,7/26/1999 22:00,disk,30,Slow moving&#44 then rapid moving to out of view disc shapes object in night sky,41.8500000,-87.65,1999,22:00
32001,3/17/1999 20:00,triangle,135,a triangle black object,42.3702778,-87.9019444,1999,20:00
74294,9/14/1999 06:00,circle,180.0,I saw a orange/red glowing object that stopped glowing and then moved&#44 at a very high rate of speed&#44 out into space at about a 20-30 de,39.0991667,-76.8486111,1999,06:00
24477,1/4/1999 20:24,triangle,600,I went to get in my car.  I looked up and SE while getting into the car. I saw an object with two red lights and one green light.  Thes,40.5866667,-122.3905556,1999,20:24
24476,1/4/1999 20:00,circle,10800,Saw two &quot;hovering&quot; objects in the sky that had different colored lights on them.,32.5005556,-94.7402778,1999,20:00
31998,3/17/1999 04:30,triangle,600,dark triangle moves slowly and appears to hover in night sky.,41.6611111,-91.53,1999,04:30
60063,7/27/1999 02:45,triangle,10,Triangular formation of lights moving very slowly southwards,33.8302778,-116.5444444,1999,02:45
74300,9/14/1999 21:45,triangle,15.0,Moving northwest to southeast&#44 silently moving triangle shape. Blocked stars from view as if it were a triangular shadow moving across,30.6741667,-96.3697222,1999,21:45
32003,3/17/1999 20:30,triangle,3600,I was inside my house and I looked up thru my skylight to see if there was a full moon.  I saw a triangle shaped craft moving from sout,41.8500000,-87.65,1999,20:30
45854,5/6/1999 13:30,disk,90,saucer shaped object intercepted by 2 military jets,61.2180556,-149.9002778,1999,13:30
4459,10/25/1999 12:18,disk,15,A bright white disk-shaped object flew in veiw.,41.5511111,-112.1094444,1999,12:18
13772,11/30/1999 07:00,circle,15,I was filming a sunrise when a object appeared.  I have it on tape. It was round and I don&#39t know what it was for sure,26.3180556,-80.1,1999,07:00
59161,7/23/1999 23:12,disk,90,DERBY SHAPED CRAFT TRAVEL WEST-EAST.,40.1225000,-75.0638889,1999,23:12
34313,3/31/1999 23:45,triangle,60,Huge triangular craft&#44 white unblinkng light in each apex&#44 center red strobing light that strobed slowly on and then slowly off (lumino,47.6063889,-122.3308333,1999,23:45
1250,10/13/1999 22:00,circle,600,Seen something that was not a helicopter or a plane &#44 too low&#44 too silent&#44 no sound&#44 the damn thing hovered.  Planes don&#39t do that.,42.7325000,-84.5555556,1999,22:00
45462,5/4/1999 17:45,disk,240,Two craft flew slowly parallel for two minutes&#44 then one stayed the course&#44the other veered off&#44 sunlight gleaming off it`s side. Seeme,37.5536111,-77.4605556,1999,17:45
23136,12/7/1999 18:45,triangle,300,I SAW A TRIANGULAR SHAPED OBJECT WHICH TRAVERSED THE SKY WEST TO EAST. IT HAD SEVEN BRIGHT LIGHTS ARRANGED IN A TRIANGLE  OF THREE FORW,30.0472222,-90.6897222,1999,18:45
23135,12/7/1999 18:30,triangle,600,the object just floated across the road in front of us&#44 and suddenly just &quot;blinked-off&quot; / it disappearred in front of our eyes&#33,34.4211111,-84.1191667,1999,18:30
13202,11/27/1999 19:30,disk,1800,We were sitting in a large field and we saw this strange object bypassing to jets. The objects were moving at fonominal speeds.  These,35.4013889,-93.1141667,1999,19:30
1247,10/13/1999 17:20,triangle,600,I 75 going south.  Triangle shape.  White light on each corner.  Not moving... no sound.,38.9988889,-84.6266667,1999,17:20
13777,11/30/1999 22:00,circle,2,brilliant amber object trailing sparks moving from zenith to west horizon,34.2072222,-84.1402778,1999,22:00
60324,7/28/1999 23:30,triangle,3,Me and my girlfriend were getting out of the car and we started looking at the stars because the sky was realy clear.  As we were doing,43.1008333,-74.7733333,1999,23:30
60321,7/28/1999 22:00,triangle,600,night sighting of large triangle object,36.7069444,-97.0852778,1999,22:00
60320,7/28/1999 21:33,circle,270,moon was about 25&#39 off of the horizon object was at 5:30 location of moon .at arms length object was size of thumb nail changed color t,47.5675000,-122.6313889,1999,21:33
1246,10/13/1999 09:45,disk,25,while driving east something unusuall grabed my sight to the sky&#44 there was 3 objects (plus 2 fighters afar)i kept looking at them and,35.6869444,-105.9372222,1999,09:45
59160,7/23/1999 23:00,disk,300,I am a truck driver I was traveling west bound on I 10 through the town of van Horn a appox 11:00PM Friday the 23rd.  I was listening t,31.0397222,-104.8302778,1999,23:00
13947,11/3/1999 17:30,circle,1800,It was warm out at first it appiered to be a weatherballon (I thoughtdue the HIgh P.)My sister &#44 mother and I pulled to eat in parking,35.2219444,-101.8308333,1999,17:30
14327,11/4/1999 13:50,triangle,120,Bright elongated arrow shaped obgect moving from No. to So. at a very high rate of speed. Passed over a 747 leaving Sea-Tac A.P.,47.5302778,-122.0313889,1999,13:50
14332,11/4/1999 22:50,disk,180,Observed three stationary/almost stationary UFO&#39s emitting variety of colors in clear skies,47.3811111,-122.2336111,1999,22:50
59163,7/23/1999 23:45,triangle,120,interstate 5 ufo,36.1397222,-120.3591667,1999,23:45
13946,1/13/1999 07:15,circle,3,Driving east from Rio Rancho into Albuquerque on Paseo Del Norte&#44 I viewed a perfectly lit circle above the Sandia Mountains.  The circ,35.2333333,-106.6638889,1999,07:15
13950,11/3/1999 21:00,triangle,300,Three orange\red lights in triangular shape pulsating down from the stars but not moving&#44stayed stationary&#44then disappeared.,34.7008333,-87.5288889,1999,21:00
24144,1/31/1999 22:02,triangle,600,I WAS DRIVING TO MY HOUSE WITH TWO OF MY FRIENDS AT 22:02 WHEN ALL THE SUDDEN I NOTICED THIS TRIANGULAR CRAFT HOVERING ABOUT 50 FEET OF,30.2263889,-93.2172222,1999,22:02
